College,Year,Asian,Black or African American,Hispanic,White,"Native Hawaiian or Other Pacific Islander, American Indian or Alaska Native",Two or more races,Unknown race and ethnicity,U.S. Nonresident
Wake Forest University,2020,0.043,0.063,0.091,0.674,0.0,0.048,0.0,0.082
Wake Forest University,2021,0.045,0.047,0.09,0.654,0.001,0.052,0.011,0.099
Wake Forest University,2022,0.05,0.061,0.101,0.618,0.001,0.071,0.019,0.08
Wake Forest University,2023,0.075,0.067,0.1,0.624,0.001,0.056,0.011,0.065
Wake Forest University,2024,0.036,0.045,0.092,0.697,0.001,0.039,0.061,0.029
Washington and Lee University,2010,0.021,0.028,0.019,0.845,0.0,0.025,0.021,0.04
Washington and Lee University,2011,0.028,0.026,0.041,0.832,0.0,0.022,0.016,0.034
Washington and Lee University,2012,0.033,0.021,0.038,0.812,0.002,0.031,0.013,0.05
Washington and Lee University,2013,0.05,0.019,0.035,0.848,0.0,0.019,0.017,0.012
Washington and Lee University,2014,0.028,0.019,0.038,0.841,0.0,0.036,0.008,0.03
Washington and Lee University,2015,0.033,0.029,0.026,0.808,0.0,0.024,0.022,0.057
Washington and Lee University,2016,0.028,0.019,0.041,0.841,0.0,0.041,0.002,0.028
Washington and Lee University,2017,0.045,0.023,0.066,0.8,0.0,0.03,0.004,0.032
Washington and Lee University,2018,0.046,0.036,0.059,0.766,0.0,0.051,0.006,0.036
Washington and Lee University,2019,0.037,0.039,0.067,0.755,0.0,0.041,0.006,0.054
Washington and Lee University,2020,0.026,0.044,0.081,0.745,0.002,0.046,0.009,0.048
Washington and Lee University,2021,0.048,0.041,0.087,0.694,0.002,0.056,0.008,0.064
Washington and Lee University,2022,0.048,0.04,0.082,0.687,0.002,0.048,0.006,0.086
Washington and Lee University,2023,0.05,0.05,0.098,0.669,0.006,0.032,0.018,0.078
Washington and Lee University,2024,0.051,0.049,0.083,0.663,0.0,0.04,0.021,0.093
Wellesley College,2010,0.218,0.076,0.092,0.439,0.0,0.054,0.013,0.109
Wellesley College,2011,0.234,0.054,0.096,0.435,0.0,0.047,0.017,0.117
Wellesley College,2012,0.178,0.039,0.106,0.414,0.0,0.068,0.074,0.121
Wellesley College,2013,0.273,0.066,0.103,0.375,0.0,0.068,0.017,0.098
Wellesley College,2014,0.248,0.056,0.079,0.438,0.002,0.062,0.005,0.11
Wellesley College,2015,0.197,0.054,0.133,0.347,0.002,0.044,0.083,0.14
Wellesley College,2016,0.181,0.046,0.115,0.32,0.0,0.068,0.135,0.135
Wellesley College,2017,0.227,0.066,0.131,0.363,0.003,0.075,0.0,0.134
Wellesley College,2018,0.199,0.068,0.147,0.383,0.0,0.062,0.003,0.138
Wellesley College,2019,0.25,0.065,0.116,0.338,0.0,0.085,0.013,0.132
Wellesley College,2020,0.222,0.069,0.165,0.349,0.002,0.05,0.007,0.136
Wellesley College,2021,0.189,0.116,0.164,0.315,0.007,0.061,0.002,0.146
Wellesley College,2022,0.234,0.075,0.148,0.292,0.005,0.087,0.002,0.157
Wellesley College,2023,0.282,0.091,0.144,0.28,0.0,0.074,0.0,0.13
Wellesley College,2024,0.302,0.051,0.105,0.317,0.003,0.082,0.005,0.134
Wesleyan University,2010,0.064,0.068,0.094,0.596,0.0,0.048,0.059,0.071
Wesleyan University,2011,0.101,0.066,0.118,0.486,0.001,0.053,0.092,0.083
Wesleyan University,2012,0.089,0.078,0.1,0.499,0.001,0.06,0.089,0.084
Wesleyan University,2013,0.065,0.065,0.094,0.537,0.004,0.061,0.081,0.093
Wesleyan University,2014,0.097,0.077,0.087,0.575,0.001,0.053,0.02,0.089
Wesleyan University,2015,0.078,0.074,0.12,0.526,0.0,0.065,0.036,0.102
Wesleyan University,2016,0.068,0.052,0.118,0.547,0.004,0.044,0.036,0.132
Wesleyan University,2017,0.079,0.062,0.122,0.524,0.001,0.054,0.016,0.142
Wesleyan University,2018,0.062,0.051,0.105,0.57,0.0,0.066,0.019,0.127
Wesleyan University,2019,0.091,0.054,0.104,0.529,0.003,0.069,0.017,0.134
Wesleyan University,2020,0.092,0.049,0.125,0.562,0.001,0.079,0.026,0.065
Wesleyan University,2021,0.089,0.058,0.109,0.557,0.0,0.077,0.034,0.076
Wesleyan University,2022,0.097,0.058,0.093,0.532,0.001,0.073,0.038,0.109
Wesleyan University,2023,0.092,0.06,0.097,0.544,0.0,0.07,0.021,0.116
Wesleyan University,2024,0.08,0.06,0.114,0.513,0.001,0.07,0.046,0.115
Whitman College,2010,0.087,0.022,0.072,0.682,0.019,0.036,0.046,0.036
Whitman College,2011,0.075,0.008,0.06,0.769,0.008,0.02,0.043,0.018
Whitman College,2012,0.052,0.005,0.073,0.738,0.003,0.066,0.029,0.034
Whitman College,2013,0.043,0.01,0.087,0.73,0.005,0.054,0.026,0.046
Whitman College,2014,0.061,0.013,0.071,0.704,0.0,0.081,0.02,0.051
Whitman College,2015,0.052,0.016,0.058,0.695,0.005,0.082,0.025,0.066
Whitman College,2016,0.049,0.017,0.069,0.689,0.015,0.074,0.015,0.072
Whitman College,2017,0.054,0.023,0.082,0.635,0.013,0.077,0.021,0.095
Whitman College,2018,0.07,0.023,0.089,0.643,0.014,0.061,0.031,0.068
Whitman College,2019,0.061,0.028,0.085,0.598,0.002,0.089,0.026,0.111
Whitman College,2020,0.093,0.03,0.108,0.546,0.0,0.063,0.026,0.134
Whitman College,2021,0.059,0.023,0.088,0.627,0.002,0.063,0.01,0.128
Whitman College,2022,0.062,0.03,0.074,0.607,0.006,0.065,0.024,0.131
Whitman College,2023,0.045,0.043,0.167,0.532,0.0,0.056,0.007,0.151
Whitman College,2024,0.051,0.018,0.141,0.531,0.011,0.064,0.013,0.172
William & Mary,2010,0.059,0.066,0.084,0.621,0.003,0.047,0.09,0.03
William & Mary,2011,0.067,0.065,0.102,0.593,0.003,0.048,0.069,0.054
William & Mary,2012,0.064,0.081,0.096,0.569,0.001,0.051,0.08,0.057
William & Mary,2013,0.08,0.075,0.095,0.569,0.002,0.049,0.083,0.047
William & Mary,2014,0.095,0.082,0.081,0.598,0.002,0.038,0.028,0.075
William & Mary,2015,0.084,0.068,0.081,0.59,0.001,0.044,0.063,0.069
William & Mary,2016,0.065,0.065,0.106,0.582,0.003,0.057,0.057,0.065
William & Mary,2017,0.071,0.078,0.1,0.586,0.003,0.049,0.048,0.065
William & Mary,2018,0.089,0.071,0.093,0.572,0.002,0.052,0.057,0.064
William & Mary,2019,0.114,0.057,0.088,0.558,0.003,0.068,0.041,0.07
William & Mary,2020,0.106,0.072,0.076,0.596,0.002,0.064,0.045,0.039
William & Mary,2021,0.118,0.057,0.092,0.602,0.002,0.062,0.026,0.04
William & Mary,2022,0.118,0.054,0.094,0.606,0.001,0.07,0.016,0.04
William & Mary,2023,0.119,0.055,0.099,0.601,0.001,0.069,0.017,0.038
William & Mary,2024,0.106,0.043,0.088,0.637,0.003,0.083,0.013,0.027
Williams College,2010,0.109,0.08,0.099,0.591,0.004,0.049,0.0,0.068
Williams College,2011,0.103,0.081,0.117,0.561,0.0,0.068,0.0,0.07
Williams College,2012,0.106,0.068,0.143,0.565,0.005,0.057,0.0,0.057
Williams College,2013,0.103,0.07,0.127,0.555,0.002,0.075,0.0,0.068
Williams College,2014,0.123,0.064,0.126,0.524,0.0,0.073,0.0,0.09
Williams College,2015,0.138,0.093,0.122,0.514,0.002,0.049,0.0,0.083
Williams College,2016,0.134,0.078,0.13,0.537,0.0,0.047,0.0,0.074
Williams College,2017,0.108,0.095,0.144,0.478,0.0,0.053,0.047,0.075
Williams College,2018,0.126,0.062,0.122,0.493,0.002,0.056,0.054,0.084
Williams College,2019,0.119,0.055,0.115,0.471,0.002,0.084,0.046,0.108
Williams College,2020,0.187,0.031,0.108,0.463,0.0,0.077,0.048,0.087
Williams College,2021,0.117,0.035,0.125,0.528,0.0,0.071,0.051,0.073
Williams College,2022,0.137,0.071,0.158,0.425,0.0,0.081,0.038,0.09
Williams College,2023,0.126,0.068,0.148,0.453,0.0,0.079,0.033,0.091
Williams College,2024,0.115,0.073,0.155,0.426,0.0,0.079,0.042,0.11
